,ticker,figi,type,name
1856,PJT,BBG0079T1PZ6,shares,PJT Partners Inc.
1857,REGN,BBG000C734W3,shares,Regeneron Pharmaceuticals
1858,KLG,BBG018CYVVW5,shares,WK Kellogg Co
1859,6030,BBG001MM1RL0,shares,CITIC Securities
1860,BURL,BBG004S641N5,shares,Burlington Stores Inc
1861,CDLX,BBG00225ZDD0,shares,Cardlytics Inc
1862,STX,BBG0113JGQF0,shares,Seagate
1863,KRYS,BBG00HDGRHH7,shares,Krystal Biotech Inc
1864,JJSF,BBG000BMGPW0,shares,J&J Snack Foods Corp
1865,TRIP,BBG001M8HHB7,shares,TripAdvisor
1866,MLNK,BBG002ZYMKQ5,shares,MeridianLink
1867,REX,BBG000D2ZK61,shares,REX American Resources Corp
1868,KRTX,BBG00NN875G0,shares,Karuna Therapeutics Inc
1869,STLA,BBG0078ZLDG9,shares,Stellantis N.V.
1870,VET,BBG000PL3C78,shares,Vermilion Energy
1871,AMEZ,BBG000RJWGC4,shares,Ашинский метзавод
1872,9995,BBG00XZZHVS4,shares,RemeGen
1873,1038,BBG000H3CDH4,shares,CK Infrastructure Holdings
1874,SFIX,BBG0046L1KL9,shares,Stitch Fix
1875,669,BBG000BFGXV9,shares,Techtronic Industries
1876,FOXA,BBG00JHNJW99,shares,Twenty-First Century Fox (A)
1877,PRAA,BBG000BNTW77,shares,PRA Group Inc
1878,TGKBP,BBG000Q7GJ60,shares,ТГК-2 - акции привилегированные
1879,ENVX,BBG00YC53854,shares,Enovix
1880,TPG,BBG0145FSNR1,shares,TPG
1881,AZEK,BBG00RPJPN67,shares,AZEK Company
1882,UNH,BBG000CH5208,shares,UnitedHealth
1883,TGNA,BBG000BK5DP1,shares,TEGNA
1884,RVLV,BBG00M4RHBD0,shares,Revolve Group Inc
1885,WING,BBG008N298Y8,shares,Wingstop Inc
1886,ABRD,BBG002W2FT69,shares,АбрауДюрсо
1887,CNTLP,BBG0027F0Y27,shares,Центральный Телеграф - акции привилегированные
1888,TTE,BBG000CHZ857,shares,TotalEnergies SE
1889,PWR,BBG000BBL8V7,shares,Quanta Services
1890,9999,BBG00V6PS1F0,shares,NetEase
1891,DCI,BBG000BGZP70,shares,Donaldson Co
1892,MCHP,BBG000BHCP19,shares,Microchip Technology
1893,PIKK,BBG004S68BH6,shares,ПИК
1894,AZN,BBG000BZ0DK8,shares,AstraZeneca PLC
1895,KMT,BBG000BMWKC5,shares,Kennametal Inc
1896,SATS,BBG000TGLV00,shares,EchoStar Corporation
1897,APLT,BBG000DD0489,shares,Applied Therapeutics
1898,FWRD,BBG000BRCHB4,shares,Forward Air Corporation
1899,ADPT,BBG001J2PFF5,shares,Adaptive Biotechnologies
1900,ONTO,BBG000BPRN29,shares,Onto Innovation Inc
1901,NUS,BBG000HG21Y3,shares,Nu Skin Enterprises Inc
1902,HUBG,BBG000G9W6L0,shares,Hub Group Inc
1903,SEDG,BBG0084BBZY6,shares,SolarEdge Technologies Inc
1904,DE,BBG000BH1NH9,shares,Deere & Company
1905,LAC,BBG01JLDH7S1,shares,Lithium Americas Corp.
1906,HIMS,BBG00Q53VYM7,shares,Hims & Hers Health
1907,PANW,BBG0014GJCT9,shares,Palo Alto Networks
1908,DLB,BBG000DGLTG5,shares,Dolby Laboratories Inc
1909,IT,BBG000BB65D0,shares,Gartner
1910,SRC,BBG0027Z6X10,shares,Spirit Realty Capital REIT
1911,ROSN,BBG004731354,shares,Роснефть
1912,MRO,BBG000C8H633,shares,Marathon Oil
1913,VRTX,BBG000C1S2X2,shares,Vertex Pharmaceuticals
1914,CF,BBG000BWJFZ4,shares,CF Industries Holdings
1915,CYBR,BBG006Q52QV2,shares,CyberArk Software Ltd
1916,WU,BBG000BB5373,shares,Western Union
1917,PNW,BBG000BRDSX5,shares,Pinnacle West Capital
1918,MODV,BBG000P1B7C8,shares,ModivCare Inc.
1919,CELH,BBG000NY37X4,shares,Celsius Holdings
1920,OLLI,BBG0098VVDT9,shares,Ollie's Bargain Outlet Holding
1921,MTLRP,BBG004S68FR6,shares,Мечел - Привилегированные акции
1922,MBC,BBG01B9G42Y3,shares,MasterBrand
1923,1919,BBG000C5K5V6,shares,COSCO SHIPPING Holdings
1924,LPX,BBG000BNF508,shares,Louisiana-Pacific Corporation
1925,HP,BBG000BLCPY4,shares,Helmerich & Payne
1926,2688,BBG000N6X3L4,shares,ENN Energy
1927,3888,BBG000TF4XZ9,shares,Kingsoft
1928,ATRO,BBG000BCLBY5,shares,Astronics Corp
1929,TRMK,BBG004TC84Z8,shares,Трубная Металлургическая Компания
1930,ABT,BBG000B9ZXB4,shares,Abbott
1931,CACC,BBG000CS0D96,shares,Credit Acceptance Corp
1932,SOFL,TCS00A0ZZBC2,shares,Софтлайн
1933,6881,BBG004JC5VD6,shares,China Galaxy Securities
1934,ZUO,BBG000BT3HG5,shares,Zuora Inc
1935,CUZ,BBG000CW9BM7,shares,Cousins Properties REIT
1936,ANIP,BBG000KK1L04,shares,ANI Pharmaceuticals Inc
1937,HR,BBG000PRJCX9,shares,Healthcare Realty Trust REIT
1938,SWKS,BBG000KLB4Q1,shares,Skyworks Solutions
1939,1801,BBG00M8832B5,shares,Innovent Biologics
1940,AIN,BBG000BRWWH3,shares,Albany International Corp.
1941,AME,BBG000B9XG87,shares,AMETEK
1942,PLAY,BBG001WWJTK5,shares,Dave & Buster's Entertainment Inc
1943,PSX,BBG00286S4N9,shares,Phillips 66
1944,WOR,BBG000HL7499,shares,Worthington Industries Inc
1945,CHPT,BBG00Q741Z16,shares,ChargePoint Holdings
1946,LNT,BBG000DW4Q75,shares,Alliant Energy
1947,WAFD,BBG000BWQTD0,shares,"WaFd, Inc."
1948,SBCF,BBG000KK3464,shares,Seacoast Banking Corp of Flori
1949,VAC,BBG001J2R5H3,shares,Marriott Vacations Worldwide Corporation
1950,PAGS,BBG00JM7QBR6,shares,Pagseguro Digital Ltd
1951,MRKU,BBG000VKG4R5,shares,МРСК Урала
1952,LAZR,BBG00MS90LK2,shares,Luminar Technologies
1953,LOGI,BBG000BQNNP6,shares,Logitech International SA
1954,CLH,BBG000BFRRX8,shares,Clean Harbors Inc
1955,UPWK,BBG00FBJ6390,shares,Upwork Inc
1956,RRGB,BBG000MXH9C1,shares,Red Robin Gourmet Burgers Inc
1957,HRL,BBG000BLF8D2,shares,Hormel Foods
1958,ETRN,BBG00K53L394,shares,Equitrans Midstream Corporation
1959,TSLA,BBG000N9MNX3,shares,Tesla Motors
1960,FAST,BBG000BJ8YN7,shares,Fastenal Company
1961,OABI,BBG011J3QM39,shares,OmniAb
1962,SJM,BBG000BT1715,shares,JM Smucker
1963,X,BBG000BX3TD3,shares,United States Steel
1964,PEAK,BBG000BKYDP9,shares,Healthpeak Properties REIT
1965,IRTC,BBG001J19V24,shares,iRhythm Technologies
1966,SKX,BBG000C4HKK2,shares,Skechers U.S.A. Inc
1967,MRKY,BBG000C7P5M7,shares,МРСК Юга
1968,NBIX,BBG000GJS7C1,shares,Neurocrine Biosciences Inc
1969,HCA,BBG000QW7VC1,shares,HCA Healthcare
1970,RGR,BBG000C4FQG6,shares,Sturm Ruger & Co Inc
1971,OIS,BBG000BDDN94,shares,Oil States International Inc
1972,EQT,BBG000BHZ5J9,shares,EQT Corporation
1973,EGHT,BBG000BCGHH7,shares,8x8 Inc
1974,GDOT,BBG000QDJT53,shares,Green Dot Corp
1975,INSP,BBG00209SZJ7,shares,Inspire Medical Systems Inc
1976,ETN,BBG000BJ3PD2,shares,Eaton Corporation
1977,PII,BBG000D5S4M0,shares,Polaris Industries Inc
1978,NVDA,BBG000BBJQV0,shares,NVIDIA
1979,MEDP,BBG0065B7K59,shares,Medpace Holdings Inc
1980,BCC,BBG000RQKCR4,shares,Boise Cascade
1981,APP,BBG006HFPX77,shares,AppLovin Corporation
1982,SSB,BBG000BNPYN9,shares,SouthState Corp
1983,VUZI,BBG000QKVV49,shares,Vuzix Corp
1984,TPIC,BBG0016MQ7C5,shares,TPI Composites Inc
1985,WPC,BBG000BCQM58,shares,WP Carey REIT
1986,NEOG,BBG000C1BCK2,shares,Neogen Corp
1987,GPN,BBG000CX0P89,shares,Global Payments
1988,PFE,BBG000BR2B91,shares,Pfizer
1989,TREX,BBG000BTGKK9,shares,Trex Co Inc
1990,ZLAB,BBG00HFX3N90,shares,Zai Lab Ltd
1991,MTH,BBG000F4F1N0,shares,Meritage Homes Corp
1992,DORM,BBG000BM22F5,shares,Dorman Products Inc
1993,CHH,BBG000BPBTL2,shares,Choice Hotels International In
1994,GRPH,BBG00XDH4NZ2,shares,"Graphite Bio, Inc."
1995,MNST,BBG008NVB1C0,shares,Monster Beverage
1996,VERV,BBG00P33TCZ8,shares,Verve Therapeutics
1997,CLX,BBG000BFS7D3,shares,The Clorox Company
1998,BLKB,BBG000BGGTW5,shares,Blackbaud Inc
1999,KRKNP,BBG002B2J5X0,shares,Саратовский НПЗ - акции привилегированные
2000,RXO,BBG0160DYCH4,shares,"RXO, Inc."
2001,APTV,BBG001QD41M9,shares,Aptiv
2002,TNDM,BBG0019V9M65,shares,Tandem Diabetes Care Inc
2003,ASIX,BBG00CWTTQ41,shares,AdvanSix Inc
2004,2007,BBG000QQCY41,shares,Country Garden Holdings
2005,AAON,BBG000C2LZP3,shares,AAON
2006,CHMF,BBG00475K6C3,shares,Северсталь
2007,TW,BBG00NK8H8T2,shares,Tradeweb Markets
2008,FLS,BBG000FFH4P5,shares,Flowserve
2009,TWLO,BBG0029ZX840,shares,Twilio Inc
2010,CPS,BBG000PSXT64,shares,Cooper-Standard Holdings Inc
2011,VZIO,BBG00ZHDJVK4,shares,VIZIO Holding Corp.
2012,RGEN,BBG000BS48J3,shares,Repligen Corporation
2013,CLDT,BBG000PT6BR8,shares,Chatham Lodging REIT
2014,RLAY,BBG00DSS08K9,shares,Relay Therapeutics Inc
2015,GOOG,BBG009S3NB30,shares,Alphabet Class C
2016,LNTH,BBG006Q52RD0,shares,Lantheus Holdings Inc
2017,PCAR,BBG000BQVTF5,shares,PACCAR
2018,CYTK,BBG000F0R4N9,shares,Cytokinetics
2019,VMEO,BBG00ZNSSKP3,shares,Vimeo
