,ticker,figi,type,name
939,DVEC,BBG000V07CB8,shares,ДЭК
940,MAA,BBG000BLMY92,shares,Mid-America Apartment REIT
941,UI,BBG001R72SR9,shares,Ubiquiti Inc
942,CRI,BBG000CTM4J9,shares,Carter's Inc
943,CMS,BBG000BFVXX0,shares,CMS Energy Corporation
944,ETLN@GS,TCS0760G1031,shares,Etalon Group PLC ГДР
945,RNG,BBG000J094P3,shares,RingCentral Inc
946,DY,BBG000C4SKT1,shares,Dycom Industries Inc
947,9988,BBG00QV37ZP9,shares,Alibaba
948,HSY,BBG000BLHRS2,shares,Hershey
949,IBN,BBG000DRM643,shares,ICICI Bank
950,LH,BBG000D9DMK0,shares,LabCorp
951,STNE,BBG00M4ZQDK0,shares,StoneCo
952,AMT,BBG000B9XYV2,shares,American Tower REIT
953,XEL,BBG000BCTQ65,shares,Xcel Energy
954,SBERP,BBG0047315Y7,shares,Сбер Банк - привилегированные акции
955,CVGW,BBG000BGPQW1,shares,Calavo Growers Inc
956,PH,BBG000BR3KL6,shares,Parker-Hannifin
957,RTKM,BBG004S682Z6,shares,Ростелеком
958,BH,BBG00JPRDQH1,shares,Biglari Holdings Inc
959,CHTR,BBG000VPGNR2,shares,Charter Communications
960,VC,BBG0016T3GQ0,shares,Visteon Corp
961,EXPO,BBG000F31Z34,shares,"Exponent, Inc."
962,KMPR,BBG000H3GDJ8,shares,Kemper
963,CRNC,BBG00MMDJG84,shares,Cerence
964,RVTY,BBG000FXYF54,shares,Revvity
965,JNPR,BBG000BY33P5,shares,Juniper Networks
966,COOP,BBG002V098F7,shares,Mr. Cooper Group
967,AGO,BBG000CQB185,shares,Assured Guaranty Ltd
968,SIRI,BBG000BT0093,shares,Sirius XM Holdings Inc
969,LENT,BBG0063FKTD9,shares,Лента
970,FTNT,BBG000BCMBG4,shares,Fortinet Inc
971,LIFE,BBG0019K04R5,shares,Фармсинтез
972,AES,BBG000C23KJ3,shares,The AES Corporation
973,EQR,BBG000BG8M31,shares,Equity Residential REIT
974,BIO,BBG000DY28W5,shares,Bio-Rad Laboratories Inc
975,IOVA,BBG000FTLBV7,shares,Iovance Biotherapeutics Inc
976,NEU,BBG000BJ5SS8,shares,NewMarket Corp
977,ALLY,BBG000BC2R71,shares,Ally Financial Inc
978,ESGR,BBG000NQKP71,shares,Enstar Group
979,TEAM,BBG00BDQ1H13,shares,Atlassian
980,AMG,BBG000C060M4,shares,Affiliated Managers Group
981,KOD,BBG00BVR0D02,shares,Kodiak Sciences Inc
982,INSG,BBG00DWX7QH0,shares,Inseego Corp
983,FRPH,BBG000HCVWW4,shares,FRP Holdings Inc
984,BSPB,BBG000QJW156,shares,Банк Санкт-Петербург
985,MTSS,BBG004S681W1,shares,МТС
986,DV,BBG00ZNRRJM2,shares,"DoubleVerify Holdings, Inc."
987,KDP,BBG000TJM7F0,shares,Keurig Dr Pepper
988,GLTR@GS,TCS1949E2046,shares,Globaltrans Investment PLC
989,QNCX,BBG00BTK1DT8,shares,Quince Therapeutics
990,AM,BBG00GBNZ4M0,shares,Antero Midstream Corp
991,CSCO,BBG000C3J3C9,shares,Cisco
992,ASTR,RU000A106T36,shares,Астра
993,GIS,BBG000BKCFC2,shares,General Mills
994,WIX,BBG005CM7J89,shares,Wix.com Ltd
995,NFE,BBG00MJH9LC4,shares,New Fortress Energy
996,FSLY,BBG004NLQHL0,shares,Fastly Inc
997,RRC,BBG000FVXD63,shares,Range Resources
998,NJR,BBG000BPZVW9,shares,New Jersey Resources Corp
999,CHKP,BBG000K82ZT8,shares,Check Point Software Technologies Ltd
1000,AYX,BBG000BGZT72,shares,Alteryx Inc
1001,BILI,BBG00K7T3037,shares,Bilibili Inc
1002,MOMO,BBG007HTCQT0,shares,Hello Group
1003,TGKN,BBG000RG4ZQ4,shares,ТГК-14
1004,CMCO,BBG000BCWWV0,shares,Columbus McKinnon Corp
1005,BKR,BBG00GBVBK51,shares,Baker Hughes
1006,TRNFP,BBG00475KHX6,shares,Транснефть - привилегированные акции
1007,VFC,BBG000BWCKB6,shares,VF
1008,BTI,BBG000BWPXQ8,shares,British American Tobacco
1009,RKKE,BBG000LWNRP3,shares,РКК Энергия им.С.П.Королева
1010,OI,BBG00R2JZG39,shares,O-I Glass
1011,EXP,BBG000BJW241,shares,Eagle Materials Inc
1012,SXT,BBG000J79P80,shares,Sensient Technologies Corp
1013,DHI,BBG000DQTXY6,shares,D.R. Horton
1014,EXC,BBG000J6XT05,shares,Exelon Corporation
1015,2899,BBG000DCTP29,shares,Zijin Mining Group
1016,LSNG,BBG000NLC9Z6,shares,Ленэнерго
1017,PHIN,BBG01F6N6NM7,shares,PHINIA
1018,3898,BBG000C6Z021,shares,Zhuzhou CRRC Times Electric
1019,WABC,BBG000DD3KP1,shares,Westamerica Bancorporation
1020,LUV,BBG000BNJHS8,shares,Southwest Airlines
1021,RENI,BBG00QKJSX05,shares,Ренессанс Страхование
1022,PMT,BBG000DKDWS5,shares,PennyMac Mortgage Investment REIT
1023,PEG,BBG000BQZMH4,shares,Public Service Enterprise Group
1024,SYF,BBG00658F3P3,shares,Synchrony Financial
1025,2883,BBG000PH54R1,shares,China Oilfield Services Ltd
1026,ADUS,BBG000NJGX84,shares,Addus HomeCare Corp
1027,SSD,BBG000JLC8L8,shares,Simpson Manufacturing Co Inc
1028,HRB,BBG000BLDV98,shares,H&R Block
1029,METCB,BBG01GHDJBW6,shares,Ramaco Resources Class B
1030,ALTR,BBG000PN9NB9,shares,Altair Engineering Inc
1031,VLO,BBG000BBGGQ1,shares,Valero Energy Corporation
1032,MOV,BBG000BL30Y9,shares,Movado Group Inc
1033,268,BBG000FQH8C6,shares,Kingdee International Software
1034,MRKC,BBG000VH7TZ8,shares,Россети Центр
1035,FTRE,BBG01GZF9VY6,shares,Fortrea Holdings Inc.
1036,GKOS,BBG000WG2LQ1,shares,Glaukos Corp
1037,HIBB,BBG000H001V3,shares,"Hibbett, Inc."
1038,EPAM,BBG000MHTV89,shares,EPAM Systems
1039,AMBA,BBG001QZCPJ2,shares,Ambarella
1040,UTL,BBG000BW7X97,shares,Unitil Corporation
1041,KBH,BBG000BMLWX8,shares,KB Home
1042,NVST,BBG00LN4B5N0,shares,Envista Holdings
1043,AFL,BBG000BBBNC6,shares,Aflac Incorporated
1044,CCK,BBG000BF6756,shares,Crown Holdings Inc
1045,1336,BBG0028VY3J4,shares,New China Life Insurance
1046,REG,BBG000BL46Q4,shares,Regency Centers REIT
1047,STZ,BBG000J1QLT0,shares,Constellation Brands
1048,GT,BBG000BKNX95,shares,Goodyear Tire & Rubber
1049,SAM,BBG000BCZBF1,shares,Boston Beer Co Inc The
1050,CINF,BBG000BFPK65,shares,Cincinnati Financial Corporation
1051,ACMR,BBG00HPSG933,shares,ACM Research Inc
1052,KWR,BBG000DZS2L9,shares,Quaker Chemical Corp
1053,GL,BBG000BVD6X4,shares,Globe Life Inc
1054,HAE,BBG000C7TF41,shares,Haemonetics Corp
1055,CDAY,BBG005D7PF34,shares,Ceridian HCM Holding
1056,CRUS,BBG000C1DHF5,shares,Cirrus Logic Inc
1057,EXR,BBG000PV27K3,shares,Extra Space Storage REIT
1058,ROL,BBG000BSBBP1,shares,Rollins
1059,9888,BBG00ZMFX1S5,shares,Baidu
1060,TNL,TBG000PV2L86,shares,Travel + Leisure Co.
1061,LNG,BBG000C3HSR0,shares,Cheniere Energy
1062,POSI,TCS00A103X66,shares,Positive Technologies
1063,QGEN,BBG000GTYWL7,shares,QIAGEN NV
1064,MARA,BBG001K7WBT8,shares,Marathon Digital Holdings
1065,EAR,BBG009HSTZ10,shares,Eargo
1066,BSX,BBG000C0LW92,shares,Boston Scientific Corporation
1067,SPB@US,BBG000DS5588,shares,Spectrum Brands Holdings Inc
1068,NFG,BBG000BPYD87,shares,National Fuel Gas Company
1069,WRB,BBG000BD1HP2,shares,WR Berkley
1070,JWN,BBG000G8N9C6,shares,Nordstrom
1071,CEVA,BBG000BN3P07,shares,CEVA
1072,ENV,BBG000Q4NZ54,shares,Envestnet Inc
1073,RL,BBG000BS0ZF1,shares,Ralph Lauren
1074,CVNA,BBG00GCTWDJ3,shares,Carvana Co
1075,RPM,BBG000DCNK80,shares,RPM International Inc
1076,CCS,BBG006G412Q6,shares,Century Communities
1077,FEES,BBG00475JZZ6,shares,ФСК Россети
1078,SWAV,BBG005XVXML5,shares,Shockwave Medical Inc
1079,FIGS,BBG004SK5VL9,shares,FIGS
1080,CNS,BBG000BB0WG4,shares,Cohen & Steers Inc
1081,KMB,BBG000BMW2Z0,shares,Kimberly-Clark
1082,JNJ,BBG000BMHYD1,shares,Johnson & Johnson
1083,MQ,BBG0112Z87D8,shares,"Marqeta, Inc."
1084,KMI,BBG0019JZ882,shares,Kinder Morgan
1085,PLNT,BBG009H04M17,shares,Planet FItness Inc
1086,ZD,BBG000F3CWW7,shares,Ziff Davis
1087,SMPL,BBG00GVP5JL4,shares,Simply Good Foods Co
1088,KROT,BBG000NLB2G3,shares,Красный Октябрь
1089,ROKU,BBG001ZZPQJ6,shares,Roku Inc
1090,KMX,BBG000BLMZK6,shares,CarMax
1091,NWE,BBG000Q1NMJ4,shares,NorthWestern Energy Group
1092,KAZT,BBG002B9MYC1,shares,КуйбышевАзот
1093,APAM,BBG001M6CZY1,shares,Artisan Partners Asset Management
1094,ZG,BBG000D13GN8,shares,Zillow Group Inc
1095,HST,BBG000BL8804,shares,Host Hotels & Resorts REIT
1096,PUBM,BBG001PKMK06,shares,PubMatic
1097,TAP,BBG000BS7KS3,shares,Molson Coors Brewing
1098,EVH,BBG005CHLM96,shares,Evolent Health Inc
1099,MDGL,BBG000QS6NV8,shares,Madrigal Pharmaceuticals Inc
1100,9626,BBG00ZNW65W3,shares,Bilibili
1101,Z,BBG009NRSWJ4,shares,Zillow Group Inc
1102,UNM,BBG000BW2QX0,shares,Unum
1103,PSN,BBG000C3TKY6,shares,Parsons
1104,JPM,BBG000DMBXR2,shares,JPMorgan
1105,RUGR,BBG0014PFYM2,shares,Русгрэйн
1106,KFY,BBG000C5QMB5,shares,Korn Ferry
1107,968,BBG001XVDJ15,shares,Xinyi Solar
1108,TTEK,BBG000BYZ0Q5,shares,Tetra Tech
1109,PMSB,BBG000MZL0Y6,shares,Пермэнергосбыт
1110,SLVM,BBG0122M8031,shares,Sylvamo Corp.
1111,FGEN,BBG000FW5ZL6,shares,FIBROGEN INC
1112,SOHU,BBG00L2DB535,shares,Sohu.com
1113,MEI,BBG000BNY197,shares,Methode Electronics Inc
1114,KNF,BBG002N3N2R4,shares,Knife River Corporation
1115,ABCL,BBG00LLW2MF2,shares,AbCellera Biologics
1116,27,BBG000BG5LL6,shares,Galaxy Entertainment Group
1117,S,BBG00B6F2F09,shares,"SentinelOne, Inc."
1118,WOLF,BBG000BG14P4,shares,Wolfspeed
1119,MTG,BBG000CBMH27,shares,MGIC Investment Corp
1120,NFLX,BBG000CL9VN6,shares,Netflix
1121,ED,BBG000BHLYS1,shares,Consolidated Edison
1122,WY,BBG000BX3BL3,shares,Weyerhaeuser REIT
1123,SIBN,BBG004S684M6,shares,Газпром нефть
1124,INDB,BBG000BM0597,shares,Independent Bank Corp
1125,OUST,BBG00XRTSTR1,shares,Ouster
1126,MRK,BBG000BPD168,shares,Merck
1127,VSCO,BBG01103B471,shares,Victorias Secret & Co.
1128,BCO,BBG000DR5QP5,shares,Brink's Co
1129,NVRI,TCS158641070,shares,Enviri Corporation
1130,NPK,BBG000BQ4GG2,shares,National Presto Industries Inc
1131,992,BBG000BG4QM5,shares,Lenovo
1132,YAKG,BBG002B298N6,shares,ЯТЭК
1133,EQIX,BBG000MBDGM6,shares,Equinix REIT
1134,ASTS,BBG00Q402TR2,shares,AST SpaceMobile
1135,VIPS,BBG002NLDLV8,shares,Vipshop
1136,ELV,BBG000BCG930,shares,Elevance Health
1137,UMBF,BBG000DD8WX1,shares,UMB Financial
1138,CFLT,BBG007HWGYQ5,shares,Confluent
1139,TGKB,BBG000Q7GG57,shares,ТГК-2
1140,XRAY,BBG000BX57K1,shares,Dentsply Sirona
1141,SBGI,BBG01GJ3NY88,shares,Sinclair
1142,D,BBG000BGVW60,shares,Dominion Energy Inc
1143,688,BBG000BGD8W4,shares,China Overseas Land & Investment
1144,GO,BBG00P4R3079,shares,Grocery Outlet Holding Corp
1145,GOSS,BBG00MVWLLM2,shares,Gossamer Bio Inc
1146,BRK.B,BBG000DWG505,shares,Berkshire Hathaway
1147,BRC,BBG000BDNV95,shares,Brady
1148,URBN,BBG000BL79J3,shares,Urban Outfitters
1149,CE,BBG000JYP7L8,shares,Celanese Corp
1150,KLSB,BBG000DBD6F6,shares,Калужская сбытовая компания
1151,NXPI,BBG000BND699,shares,NXP Semiconductors NV
1152,CARG,BBG00HQ77DS2,shares,Cargurus Inc
1153,GE,BBG000BK6MB5,shares,General Electric Company
1154,AMGN,BBG000BBS2Y0,shares,Amgen
1155,CHMK,BBG000RP8V70,shares,ЧМК
1156,KLIC,BBG000BMTX31,shares,Kulicke & Soffa Industries
1157,MGA,BBG000BNLPJ7,shares,Magna International Inc.
1158,WIRE,BBG000CQCCK6,shares,Encore Wire Corporation
1159,HBI,BBG000D2ZTS8,shares,Hanesbrands
1160,CPNG,BBG00XMJRPQ8,shares,"Coupang, Inc."
1161,HIW,BBG000C43744,shares,Highwoods Properties
1162,UNF,BBG000BW29L1,shares,UniFirst Corp MA
1163,CALM,BBG000CDMJW6,shares,Cal-Maine Foods Inc
1164,WPM,BBG000PVRDL2,shares,Wheaton Precious Metals
1165,BALL,BBG000BDDNH5,shares,Ball Corporation
1166,9633,BBG00WR0QPZ7,shares,Nongfu Spring
1167,RNFT,BBG00F9XX7H4,shares,РуссНефть
1168,2601,BBG000KVB7C7,shares,China Pacific Insurance
1169,2618,BBG010RJL3B5,shares,JD Logistics
1170,MSRS,BBG004S687G6,shares,Россети Московский регион
1171,MRVI,BBG00Y1DFV91,shares,Maravai LifeSciences Holdings
1172,DAR,BBG000BN8ZK8,shares,Darling Ingredients Inc
1173,PXD,BBG000BXRPH1,shares,Pioneer Natural Resources
1174,CLB,BBG01GG28WR3,shares,Core Laboratories Inc.
1175,2318,BBG000GD4N44,shares,Ping An
1176,PFSI,BBG00LMYX123,shares,PennyMac Financial Services
1177,2313,BBG000JSJ2F6,shares,Shenzhou International Group
1178,HGV,BBG00CBYY6M1,shares,Hilton Grand Vacations Inc
1179,CENT,BBG000BFD605,shares,Central Garden & Pet Co
1180,AYI,BBG000BJ5HK0,shares,Acuity Brands
1181,ASGN,BBG000CRN8N8,shares,ASGN Inc
1182,SU,BBG000BRK7L6,shares,Suncor Energy
1183,TLS,BBG000BK34C7,shares,Telos Corporation
1184,DNOW,BBG005BLN209,shares,NOW Inc
1185,CHDN,BBG000BGXMG9,shares,Churchill Downs Inc
1186,PHM,BBG000BR54L0,shares,PulteGroup
1187,ESPR,BBG004KB3S72,shares,Esperion Therapeutics Inc
1188,VRSK,BBG000BCZL41,shares,Verisk Analytics
1189,FLYW,BBG002030NC4,shares,Flywire
1190,CC,BBG005H82GB2,shares,Chemours Company
1191,EAF,BBG00KDYT8C4,shares,GrafTech International Ltd
1192,MRKZ,BBG000TJ6F42,shares,Россети Северо-Запад
1193,MSI,BBG000BP8Z50,shares,Motorola Solutions
1194,ICFI,BBG000BBXVK5,shares,"ICF International, Inc."
1195,LW,BBG003CVMLQ2,shares,Lamb Weston Holdings Inc
1196,WHD,BBG00JRH1P95,shares,Cactus Inc
1197,ATO,BBG000BRNGM2,shares,Atmos Energy Corp
1198,APTK,BBG000K3STR7,shares,"Аптечная сеть 36,6"
1199,9618,BBG00VC6RYV6,shares,JD.com
1200,INVA,BBG000CG9XT7,shares,Innoviva Inc
1201,COST,BBG000F6H8W8,shares,Costco Wholesale
1202,CVX,BBG000K4ND22,shares,Chevron
1203,SYNA,BBG000BQV1S2,shares,Synaptics Inc
1204,388,BBG000BGW354,shares,Hong Kong Exchanges and Clearing
1205,MMI,BBG005GBRSR6,shares,Marcus & Millichap Inc
1206,AIV,BBG000DD3510,shares,Apartment Investment & Management REIT
1207,EGP,BBG000BHRBT4,shares,EastGroup Properties REIT
1208,1810,BBG00KVTBY91,shares,Xiaomi
1209,TNC,BBG000JCZJS2,shares,Tennant Company
1210,RJF,BBG000BS73J1,shares,Raymond James Financial
1211,AIT,BBG000BBHHP9,shares,Applied Industrial Technologies
1212,ROCK,BBG000BKQDQ7,shares,Gibraltar Industries Inc
1213,DVN,BBG000BBVJZ8,shares,Devon Energy
1214,AVA,BBG000BCNF74,shares,Avista Corporation
1215,ARWR,BBG000BRVKH0,shares,Arrowhead Pharmaceuticals Inc
1216,CME,BBG000BHLYP4,shares,CME GROUP
1217,VERU,BBG000G12J78,shares,Veru Inc
1218,AXGN,BBG000BN46R9,shares,Axogen Inc
1219,FANG,BBG002PHSYX9,shares,Diamondback Energy Inc
1220,CZR,BBG0074Q3NK6,shares,Caesars Entertainment Corporation
1221,ACM,BBG000F61RJ8,shares,AECOM
1222,PLUS,BBG000HN7W02,shares,ePlus Inc
1223,JBL,BBG000BJNGN9,shares,Jabil Inc.
1224,CXT,BBG017BXPZ85,shares,Crane NXT
1225,SBNY,BBG000M6TR37,shares,Signature Bank
1226,NTRA,BBG001J1BQ86,shares,Natera inc
1227,AAL,BBG005P7Q881,shares,American Airlines Group
1228,HHR,TCS0207L1061,shares,HeadHunter Group PLC
1229,BSY,BBG000BMSRR9,shares,Bentley Systems
1230,DEI,BBG000PN1SJ8,shares,Douglas Emmett REIT
1231,FMC,BBG000BJP882,shares,FMC
1232,QIWI,BBG005D1WCQ1,shares,QIWI
1233,PFG,BBG000NSCNT7,shares,Principal Financial Group
1234,CNXN,BBG000BX74M4,shares,PC Connection Inc
1235,OTIS,BBG00RP60KV0,shares,Otis Worldwide
1236,IRAO,BBG004S68473,shares,Интер РАО ЕЭС
1237,2382,BBG000C16952,shares,Sunny Optical Technology
1238,LNN,BBG000FJS1S8,shares,Lindsay Corporation
1239,MAN,BBG000BNMHS4,shares,ManpowerGroup Inc
1240,BG,BBG000DGPR66,shares,Bunge
1241,DLR,BBG000Q5ZRM7,shares,Digital Realty REIT
1242,101,BBG000BDTCX4,shares,Hang Lung
1243,RYTM,BBG007DLZ601,shares,Rhythm Pharmaceuticals Inc
1244,PYPL,BBG0077VNXV6,shares,PayPal Holdings
1245,DOV,BBG000BHB3M6,shares,Dover
1246,LICY,BBG0122LQVR9,shares,Li-Cycle Holdings
1247,THRM,BBG000BQLM34,shares,Gentherm Inc
1248,KTOS,BBG000C1HQ43,shares,Kratos Defense & Security Solutions
1249,1113,BBG007WDD4B5,shares,CK Asset Holdings
1250,VALE,BBG000BN5LG7,shares,Vale SA
1251,HYDR,BBG00475K2X9,shares,РусГидро
1252,AGNC,BBG000TJ8XZ7,shares,AGNC Investment REIT
1253,ADSK,BBG000BM7HL0,shares,Autodesk
1254,FIZZ,BBG000BF8CB6,shares,National Beverage Corp
1255,AZPN,BBG017J18W74,shares,Aspen Technology
1256,SPSC,BBG000PZGB75,shares,SPS Commerce Inc
1257,2600,BBG000CN0Y73,shares,Aluminum Corp of China
1258,AMEH,BBG000H7ZK57,shares,Apollo Medical Holdings
1259,TRU,BBG002Q7J5Z1,shares,TransUnion
1260,PNFP,BBG000C1XKF6,shares,Pinnacle Financial Partners In
1261,6865,BBG00BGJYS07,shares,Flat Glass Group
1262,881,BBG000QCN464,shares,Zhongsheng
1263,ARCH,BBG00DZB5D77,shares,Arch Coal Inc
1264,SO,BBG000BT9DW0,shares,Southern
1265,FORM,BBG000D1Y3P1,shares,FormFactor Inc
1266,TFII,BBG000HJS1F0,shares,TFI International
1267,ROK,BBG000BBCDZ2,shares,Rockwell Automation
1268,DOCU,BBG000N7KJX8,shares,DocuSign Inc
1269,GPI,BBG000BB88K4,shares,Group 1 Automotive Inc
1270,SLGN,BBG000BPDDB6,shares,Silgan Holdings Inc.
1271,SQSP,BBG00389GQ73,shares,"Squarespace, Inc."
1272,ZI,BBG00S1HJ3M8,shares,ZoomInfo Technologies Inc
1273,BLMN,BBG002VZ68Y2,shares,"Bloomin Brands, Inc."
1274,ATRA,BBG005Q3MQY4,shares,Atara Biotherapeutics Inc
1275,HLI,BBG000CZTB66,shares,"Houlihan Lokey, Inc."
1276,PLD,BBG000B9Z0J8,shares,Prologis REIT
1277,PIPR,BBG000FQXC75,shares,Piper Sandler Companies
1278,UBS,BBG007DJM539,shares,UBS Group
1279,288,BBG00699M8Q7,shares,WH Group
1280,AVGO,BBG00KHY5S69,shares,Broadcom
1281,VPG,BBG000PRQ0V9,shares,Vishay Precision Group Inc
1282,NVTA,BBG005DJFD43,shares,Invitae Corp
1283,PCH,BBG000BQX2N3,shares,PotlatchDeltic Corporation REIT
1284,CRWD,BBG00BLYKS03,shares,Crowdstrike Holdings Inc
1285,CORT,BBG000BKJG33,shares,Corcept Therapeutics Inc
1286,REYN,BBG00QVJVYB5,shares,Reynolds Consumer Products Inc.
1287,LLY,BBG000BNBDC2,shares,Eli Lilly & Co
1288,TROW,BBG000BVMPN3,shares,T Rowe Price Group
1289,SOFI,BBG00YB1ZD58,shares,SoFi Technologies
1290,MC,BBG000RNBH63,shares,Moelis & Co
1291,ATRI,BBG000DTT624,shares,Atrion Corp
1292,NSVZ,BBG002BCQK67,shares,Наука-Связь
1293,CRVL,BBG000CVKZY0,shares,CorVel Corp
1294,SPHR,BBG00L9HLWV8,shares,Sphere Entertainment Co.
1295,WDC,BBG000BWNFZ9,shares,Western Digital
1296,GM,BBG000NDYB67,shares,General Motors
1297,AEE,BBG000B9X8C0,shares,Ameren
1298,MCRI,BBG000BJ0932,shares,Monarch Casino & Resort Inc
1299,LAAC,BBG01JLDJ6X5,shares,Lithium Americas (Argentina)
1300,6862,BBG00LWM0XR7,shares,Haidilao
1301,MVIS,BBG000BVKXQ5,shares,MicroVision
1302,NLMK,BBG004S681B4,shares,НЛМК
1303,BELU,BBG000TY1CD1,shares,Novabev Group
1304,MET,BBG000BB6KF5,shares,MetLife
1305,GCHE,BBG000RTHVK7,shares,Группа Черкизово
1306,WB,BBG0065XPGX9,shares,Weibo Corporation
1307,LNZLP,BBG000SR0YS4,shares,Лензолото - привилегированные акции
1308,9866,BBG015PB0HH9,shares,NIO Inc
1309,CCSI,BBG0105XBRH0,shares,Consensus Cloud Solutions
1310,RVMD,BBG00829F4P8,shares,REVOLUTION Medicines Inc
1311,WKHS,BBG000BDPB15,shares,Workhorse Group Inc
1312,BAX,BBG000BCVJ77,shares,Baxter International
1313,ADBE,BBG000BB5006,shares,Adobe
1314,INSM,BBG000BWM5P3,shares,Insmed
1315,AEO,BBG000BGXZB5,shares,American Eagle Outfitters Inc
1316,MCD,BBG000BNSZP1,shares,McDonald’s
1317,TCSG,BBG00QPYJ5H0,shares,TCS Group
1318,GNL,BBG004HXD0G8,shares,Global Net Lease REIT
1319,FULC,BBG00DDY1RK9,shares,Fulcrum Therapeutics
1320,XYL,BBG001D8R5D0,shares,Xylem
1321,ICE,BBG000C1FB75,shares,Intercontinental Exchange
1322,NEO,BBG000BKH263,shares,NeoGenomics Inc
1323,VSAT,BBG000HHLBF9,shares,Viasat
1324,GDRX,BBG00X0VP8D9,shares,GoodRx Holdings Inc
1325,DNB,BBG00VCZX9Z6,shares,Dun & Bradstreet Holdings
1326,KO,BBG000BMX289,shares,COCA-COLA
1327,TTWO,BBG000BS1YV5,shares,Take-Two Interactive Software
1328,WEC,BBG000BWP7D9,shares,WEC Energy Group
1329,ANAB,BBG0026ZDHR0,shares,AnaptysBio Inc
1330,SCI,BBG000BTHH16,shares,Service Corp International/US
1331,HLF,BBG000MM5VL9,shares,Herbalife Ltd.
1332,LFST,BBG01138DGZ7,shares,LifeStance Health Group
1333,FNF,BBG006N7S6K9,shares,"Fidelity National Financial, Inc."
1334,FIVN,BBG001KHJM17,shares,Five9 Inc
1335,SNGSP,BBG004S681M2,shares,Сургутнефтегаз - привилегированные акции
1336,ESE,BBG000C4S3P3,shares,ESCO Technologies Inc.
1337,BAND,BBG001K003W2,shares,Bandwidth Inc
1338,TSVT,BBG00YV1J622,shares,2seventy bio
1339,NEE,BBG000BJSBJ0,shares,NextEra Energy
1340,1,BBG0087DLDQ6,shares,CK Hutchison Holdings
1341,ALGN,BBG000BRNLL2,shares,Align Technology
1342,ITT,BBG00CVQZQ96,shares,ITT
1343,NTCT,BBG000C136Z8,shares,NetScout Systems Inc
1344,RDFN,BBG001Q7HP63,shares,Redfin Corp
1345,NVCR,BBG009XW8PY2,shares,NovoCure Limited
1346,PCTY,BBG006598YS8,shares,Paylocity Holding Corp
1347,EVR,BBG000BP30Y0,shares,Evercore
1348,ZIMV,BBG014630587,shares,ZimVie
1349,MPC,BBG001DCCGR8,shares,Marathon Petroleum
1350,1928,BBG000PSNMN1,shares,Sands China
1351,YNDX,BBG006L8G4H1,shares,Яндекс
1352,CL,BBG000BFQYY3,shares,Colgate-Palmolive
1353,ATKR,BBG000QTFDQ4,shares,Atkore International Group Inc
1354,XPEL,BBG000R5XCX9,shares,XPEL
1355,OC,BBG000M44VW8,shares,Owens Corning
1356,SF,BBG000BSS5C0,shares,Stifel Financial
1357,SFIN,BBG003LYCMB1,shares,ЭсЭфАй
1358,MDRX,BBG000BLDXH5,shares,Veradigm Inc.
1359,66,BBG000MKLJD1,shares,MTR Corporation
1360,LCID,BBG00W7F99V5,shares,Lucid Group
1361,FROG,BBG006PWZX16,shares,JFrog Ltd.
1362,HURN,BBG000PV2M48,shares,Huron Consulting Group Inc
1363,LEG,BBG000BN53G7,shares,Leggett & Platt
1364,LEN,BBG000BN5HF7,shares,Lennar
1365,MYGN,BBG000D9H9F1,shares,Myriad Genetics Inc
1366,WBA,BBG000BWLMJ4,shares,Walgreens Boots Alliance
1367,TFX,BBG000BV59Y6,shares,Teleflex Inc
1368,L,BBG000C45984,shares,Loews
1369,APO,BBG00ZNLTFK3,shares,Apollo Global Management
1370,MP,BBG00TJGL0F0,shares,MP Materials
1371,FESH,BBG000QF1Q17,shares,ДВМП
1372,ASAN,BBG00WYHL732,shares,Asana
1373,EXAS,BBG000CWL0F5,shares,Exact Sciences Corp
1374,JCI,BBG000BVWLJ6,shares,Johnson Controls
1375,TXG,BBG007WX14X0,shares,10X Genomics Inc
1376,VOYA,BBG000BCWKD6,shares,Voya Financial
1377,ISRG,BBG000BJPDZ1,shares,Intuitive Surgical
1378,LI,BBG00W0KZD98,shares,Li Auto
1379,LYEL,BBG00RNXFN14,shares,Lyell Immunopharma
1380,GRBK,BBG000QGYG84,shares,Green Brick Partners
1381,AXTA,BBG0060CPLJ5,shares,Axalta Coating Systems
1382,HOOD,BBG008NMBXN8,shares,"Robinhood Markets, Inc."
1383,ATR,BBG000BGX2S0,shares,AptarGroup
1384,GWW,BBG000BKR1D6,shares,WW Grainger
1385,SUPN,BBG000BP0HX7,shares,Supernus Pharmaceuticals Inc
1386,ALIT,BBG00H00J2N1,shares,Alight
1387,LYB,BBG000WCFV84,shares,LyondellBasell
1388,MDLZ,BBG000D4LWF6,shares,Mondelez
1389,JEF,BBG000BNHSP9,shares,Jefferies Financial Group
1390,TDS,BBG000BV0VK7,shares,Telephone & Data Systems Inc
1391,JAMF,BBG00VSYYVB8,shares,Jamf Holding Corp
1392,SHLS,BBG00YQ82275,shares,"Shoals Technologies Group, Inc."
1393,DNA,BBG00YPS1KY3,shares,Ginkgo Bioworks Holdings
1394,DK,BBG00FZYFVC5,shares,Delek US Holdings Inc
1395,CMG,BBG000QX74T1,shares,Chipotle Mexican Grill
1396,BX,BBG000BH0106,shares,Blackstone
1397,NWS,BBG0035M2ZB7,shares,News Corp
1398,FHI,BBG000BP0929,shares,Federated Hermes
